pm2.5,DEWP,TEMP,PRES,Iws
7,-7,15,1019,77.8
9,-7,13,1020,85.85
11,-7,12,1022,93.9
14,-7,11,1023,99.71
11,-5,7,1024,103.73
8,-5,7,1024,108.65
6,-6,7,1024,113.57
7,-6,7,1024,117.59
8,-4,6,1024,0.89
6,-2,4,1024,1.78
4,0,2,1023,2.67
5,0,2,1022,3.56
6,0,2,1022,4.45
13,0,1,1021,5.34
15,-1,2,1021,6.23
17,-3,9,1022,1.79
22,-5,12,1021,4.92
23,-9,14,1021,4.92
16,-10,16,1020,7.15
16,-12,17,1019,16.98
17,-11,17,1018,28.16
11,-12,18,1017,36.21
14,-12,18,1017,45.15
13,-11,18,1017,54.09
19,-8,17,1016,4.02
29,-7,15,1016,8.94
45,-7,15,1017,12.96
55,-6,15,1017,16.98
55,-5,13,1017,20.11
59,1,6,1017,0.89
70,2,6,1017,1.78
82,2,4,1017,2.67
85,2,4,1017,3.56
90,2,3,1017,1.79
82,2,3,1017,0.45
90,2,3,1017,0.9
90,1,2,1017,1.79
71,1,2,1018,2.68
56,2,4,1019,4.47
34,4,7,1019,8.49
38,2,11,1019,11.62
47,0,14,1019,3.13
46,-1,18,1019,1.79
39,-3,20,1018,4.92
27,-7,20,1017,8.94
17,-6,20,1016,1.79
16,-6,20,1016,0.89
18,-2,18,1016,1.79
27,1,16,1016,2.68
37,-2,16,1017,5.81
48,1,14,1017,7.6
75,5,11,1018,0.89
102,7,10,1018,0.89
110,7,9,1018,1.78
115,5,8,1018,1.79
142,4,7,1018,0.89
130,5,7,1019,0.45
129,5,6,1018,0.89
87,4,5,1018,2.68
78,4,4,1018,3.57
68,4,4,1019,4.46
47,4,4,1019,5.35
60,4,4,1019,0.89
65,5,6,1019,1.79
88,6,10,1019,3.58
119,5,13,1019,0.89
156,5,15,1018,1.79
189,4,17,1017,0.89
185,4,18,1016,1.79
187,4,19,1015,0.89
209,2,19,1015,3.13
206,4,18,1014,4.92
219,6,16,1014,5.81
230,8,12,1015,0.45
271,8,11,1015,1.34
277,8,9,1016,0.89
303,6,8,1016,0.89
334,7,8,1016,0.89
285,7,7,1016,0.89
324,7,7,1016,0.89
308,6,7,1016,0.89
285,6,7,1016,2.68
245,5,5,1016,4.47
233,4,5,1016,6.26
214,4,5,1016,8.05
213,5,6,1016,9.84
222,5,6,1017,12.97
219,7,8,1017,16.1
215,8,12,1018,17.89
215,7,15,1018,21.02
214,7,18,1018,1.79
220,4,20,1017,3.58
176,4,21,1017,1.79
117,3,22,1016,4.92
154,5,22,1016,6.71
NA,4,21,1017,8.5
199,6,18,1017,10.29
273,8,14,1018,0.45
341,9,13,1020,1.79
311,10,15,1021,6.71
151,8,14,1021,11.63
56,7,13,1023,14.76
42,7,11,1023,0.45
40,8,11,1023,0.89
43,6,12,1023,1.79
48,5,12,1023,3.58
60,5,12,1023,0.89
66,6,12,1023,1.78
55,6,12,1023,2.23
53,5,12,1023,1.79
48,6,12,1023,0.89
56,4,12,1023,1.34
53,5,12,1023,1.79
54,5,12,1023,1.79
56,5,12,1022,3.13
57,8,11,1021,6.26
56,7,11,1020,10.28
49,8,10,1019,13.41
49,9,10,1018,18.33
44,9,9,1018,22.35
43,9,10,1019,28.16
37,9,10,1019,3.13
40,9,9,1019,3.13
38,9,9,1019,6.26
37,9,10,1018,3.13
39,8,9,1018,1.79
41,8,9,1018,3.58
41,8,9,1018,6.71
43,8,9,1017,0.89
36,6,6,1017,1.34
33,6,6,1016,0.89
33,3,11,1016,4.92
39,4,10,1017,8.94
16,3,10,1017,13.86
12,3,10,1016,16.99
11,2,12,1017,0.89
14,4,14,1017,1.79
10,2,15,1018,10.73
8,-1,16,1018,22.8
14,-2,17,1018,34.87
9,-2,18,1018,46.05
11,-3,18,1018,57.23
15,-3,18,1019,68.41
10,-3,17,1019,76.46
11,-2,16,1019,81.38
15,-2,14,1019,85.4
32,3,9,1020,0.89
49,4,7,1019,0.89
69,5,7,1019,0.89
58,4,6,1019,1.78
42,4,7,1019,1.79
36,4,5,1019,0.89
34,4,5,1019,1.78
48,4,4,1018,2.23
71,2,3,1018,3.12
87,3,4,1018,4.01
73,3,3,1017,0.89
54,2,3,1017,2.68
33,3,3,1017,1.79
34,5,6,1018,0.89
46,5,10,1017,0.89
50,4,13,1017,1.78
49,1,17,1016,2.67
56,0,18,1015,4.46
59,0,19,1014,6.25
60,-1,20,1013,3.13
64,0,20,1013,7.15
69,1,19,1012,10.28
41,2,17,1012,1.79
57,7,13,1013,0.89
83,7,11,1013,0.89
125,7,9,1013,0.89
162,6,8,1013,1.78
167,7,8,1013,2.67
185,7,7,1013,1.79
177,6,7,1013,0.89
154,6,7,1013,1.34
154,5,6,1013,1.79
149,5,6,1012,0.45
132,5,5,1012,1.79
129,5,5,1012,3.58
108,4,5,1012,0.89
123,4,4,1012,1.78
119,7,8,1012,1.79
88,7,12,1012,3.58
77,7,16,1012,0.89
82,4,18,1012,1.78
78,2,22,1011,4.91
52,-5,24,1010,8.05
42,-5,25,1009,13.86
24,-5,24,1010,21.01
31,-5,24,1009,28.16
94,-3,22,1010,33.08
116,3,20,1011,4.92
120,4,19,1011,8.94
137,6,15,1012,0.89
129,8,11,1013,1.78
122,7,9,1014,0.89
174,8,10,1014,0.89
174,6,7,1014,1.79
178,7,8,1015,0.89
202,7,7,1015,1.78
191,6,6,1015,3.13
89,5,7,1015,4.92
42,5,6,1015,6.71
35,5,6,1016,0.89
50,5,6,1017,1.78
55,6,9,1017,3.13
33,7,13,1018,0.89
67,6,16,1018,1.78
131,7,17,1018,1.79
164,7,19,1018,3.58
230,7,19,1017,5.37
275,8,20,1016,7.16
236,8,20,1016,8.95
220,9,20,1016,9.84
252,11,15,1016,0.89
331,11,13,1017,1.34
338,11,12,1017,2.23
338,10,11,1018,2.68
367,9,10,1018,0.89
301,10,13,1019,2.68
293,10,12,1019,0.89
293,11,12,1019,1.78
249,12,13,1019,2.67
226,12,12,1019,3.56
235,12,12,1019,1.79
237,12,12,1019,0.89
259,12,12,1020,1.79
248,12,12,1020,0.89
240,12,12,1020,1.78
253,12,12,1020,3.13
271,12,12,1021,4.92
283,11,12,1020,6.71
283,12,12,1020,1.79
288,12,13,1019,0.89
288,11,13,1018,1.79
293,12,14,1017,0.89
293,12,15,1017,1.78
296,11,15,1017,2.67
308,12,14,1017,3.12
317,11,13,1017,0.89
329,12,13,1017,2.68
313,12,14,1017,5.81
307,12,14,1017,7.6
309,12,15,1017,9.39
299,12,14,1017,12.52
304,12,14,1016,15.65
297,11,13,1016,17.44
281,11,13,1015,0.89
272,11,12,1015,0.89
275,10,11,1015,0.45
260,8,9,1015,0.89
246,9,9,1016,2.68
241,8,9,1016,5.81
239,10,10,1016,0.89
250,12,12,1017,0.45
248,10,16,1016,2.24
222,9,18,1016,1.79
232,6,21,1015,6.71
166,2,22,1015,14.76
105,2,22,1014,21.91
34,0,22,1015,31.74
27,-2,22,1016,40.68
20,-3,20,1017,45.6
15,-3,19,1018,49.62
20,-5,17,1019,53.64
19,-10,16,1020,60.79
6,-11,15,1022,67.94
12,-9,13,1023,75.09
11,-7,11,1024,76.88
11,-5,9,1024,80.01
7,-3,9,1025,84.93
13,-3,8,1025,88.06
7,-2,6,1026,91.19
11,-3,9,1026,4.02
13,-3,8,1027,8.04
13,-2,7,1027,11.17
13,-1,8,1028,12.96
20,-2,10,1029,16.98
18,-4,12,1029,21
9,-4,13,1029,25.02
8,-4,14,1028,1.79
11,-6,15,1027,1.79
16,-5,15,1026,3.13
23,-4,15,1025,7.15
27,-4,15,1025,11.17
26,-3,14,1024,15.19
38,-1,12,1024,18.32
52,-1,11,1024,21.45
57,1,11,1025,25.47
54,3,11,1025,29.49
57,4,10,1025,32.62
46,5,10,1025,34.41
41,5,10,1025,0.89
40,5,9,1025,0.89
39,5,9,1025,1.79
41,4,9,1024,3.58
42,4,9,1024,0.89
43,4,9,1024,1.78
48,4,9,1023,1.79
53,4,9,1023,4.92
55,4,10,1023,6.71
58,4,10,1024,0.89
58,4,10,1024,1.78
68,3,11,1024,2.67
80,4,12,1023,1.79
67,5,14,1022,0.89
65,5,15,1022,1.78
66,5,15,1021,2.67
53,-6,16,1021,8.05
9,4,15,1022,1.79
10,4,13,1023,3.13
11,-4,11,1025,7.15
11,-7,10,1027,12.07
10,-6,7,1028,16.09
9,-7,7,1029,17.88
8,-9,9,1029,25.03
9,-11,9,1029,30.84
8,-14,9,1029,38.89
11,-14,7,1029,43.81
11,-13,6,1029,47.83
10,-10,2,1028,51.85
12,-4,1,1027,0.89
16,-6,1,1027,1.78
17,-4,1,1027,2.23
25,-4,0,1026,3.12
29,-3,5,1027,1.79
27,-7,8,1026,0.89
24,-11,11,1025,4.92
NA,-12,11,1024,10.73
15,-12,12,1022,16.54
49,-8,12,1020,21.46
37,-8,12,1020,27.27
48,-9,13,1018,34.42
40,-8,12,1018,40.23
48,-5,11,1018,45.15
62,-4,11,1018,49.17
68,-4,11,1019,4.02
88,-8,11,1020,9.83
57,-3,6,1021,13.85
10,-13,10,1022,21.9
8,-12,10,1022,27.71
7,-12,9,1022,33.52
5,-12,9,1022,41.57
6,-8,5,1023,0.89
10,-4,2,1022,1.78
13,-7,4,1022,1.79
11,-4,1,1022,0.89
16,-5,2,1022,0.89
28,-2,1,1023,1.78
34,1,4,1023,0.89
15,-7,10,1023,2.68
16,-9,11,1023,6.7
11,-11,12,1022,4.02
10,-12,13,1020,4.02
12,-15,14,1019,11.17
11,-15,15,1018,16.98
10,-14,15,1017,21.9
13,-15,16,1017,27.71
11,-12,13,1017,0.89
38,-3,8,1018,1.78
65,-3,7,1019,2.67
79,-1,5,1019,3.56
78,-1,4,1019,4.45
76,0,4,1019,0.89
91,-2,1,1019,1.79
124,0,2,1019,2.68
135,-1,1,1020,0.45
121,-1,1,1020,1.34
102,-1,1,1020,1.79
78,-3,-1,1019,4.92
70,-1,0,1019,0.89
49,-1,0,1020,1.79
26,-1,1,1020,0.89
45,0,3,1021,1.79
57,0,8,1021,4.92
99,-5,12,1020,6.71
85,-5,13,1020,1.79
77,-5,14,1019,3.58
93,-5,15,1018,5.37
81,-5,16,1018,3.13
64,-5,16,1017,6.26
77,-6,15,1017,10.28
82,-3,13,1017,12.07
90,1,9,1018,0.89
115,2,7,1019,0.89
130,1,5,1019,2.68
134,0,9,1019,5.81
173,1,9,1020,10.73
172,4,8,1020,13.86
157,2,5,1020,0.89
141,2,3,1020,3.13
124,2,3,1020,6.26
124,3,4,1020,0.89
126,2,3,1020,1.79
136,2,4,1020,3.58
139,2,4,1020,4.47
144,2,4,1021,6.26
148,3,5,1021,9.39
141,4,8,1021,11.18
123,3,10,1021,14.31
134,5,11,1020,1.79
147,5,13,1020,0.89
170,5,13,1019,3.13
175,5,14,1018,4.92
181,5,14,1018,6.71
164,5,14,1018,0.89
176,7,11,1019,1.34
190,6,8,1019,0.89
204,7,9,1020,0.89
196,6,8,1020,1.79
214,6,7,1021,0.89
208,6,7,1021,0.89
209,6,8,1021,0.45
228,7,8,1021,1.34
212,7,8,1021,1.79
206,6,7,1020,0.89
199,5,6,1020,1.78
210,6,7,1020,0.89
194,7,7,1020,0.89
196,7,8,1019,0.45
194,7,8,1020,0.89
194,8,9,1020,0.89
192,8,11,1020,4.02
199,8,11,1020,8.04
205,8,12,1019,12.06
208,8,11,1018,13.85
207,9,10,1017,0.89
190,9,10,1016,1.34
162,9,10,1015,3.13
156,9,10,1015,8.05
154,9,9,1014,12.97
14,5,7,1014,21.02
12,4,5,1013,30.85
9,3,5,1013,42.92
10,3,4,1013,51.86
7,2,3,1012,63.04
12,2,3,1012,72.87
14,2,3,1011,80.92
11,2,2,1011,88.97
10,1,2,1009,101.93
7,1,2,1009,113.11
6,2,2,1008,124.29
8,2,3,1008,128.31
8,2,3,1008,134.12
11,2,3,1008,138.14
14,2,3,1010,139.93
15,2,3,1010,143.06
27,2,3,1010,147.08
22,3,4,1011,150.21
27,2,4,1011,158.26
29,2,4,1011,167.2
27,1,4,1011,178.38
26,1,4,1012,189.56
23,0,4,1013,200.74
25,0,4,1013,208.79
25,0,4,1014,217.73
30,0,5,1015,226.67
27,0,5,1016,235.61
29,-1,5,1017,244.55
22,-1,4,1017,253.49
22,-2,4,1017,261.54
25,-2,4,1017,271.37
21,-3,5,1018,280.31
17,-3,5,1018,289.25
17,-4,5,1018,299.08
15,-4,4,1017,308.91
14,-4,4,1018,316.96
19,-4,5,1018,325.9
16,-4,5,1019,330.82
19,-4,6,1019,337.97
22,-4,7,1020,346.02
26,-3,9,1020,355.85
24,-3,10,1020,361.66
28,-4,9,1020,368.81
34,-4,10,1020,377.75
27,-3,10,1020,387.58
33,-3,11,1020,396.52
36,-3,10,1020,404.57
34,-3,9,1021,411.72
36,-3,8,1021,418.87
36,-3,8,1022,424.68
38,-3,7,1022,431.83
40,-3,7,1023,436.75
32,-3,6,1023,440.77
38,-2,6,1023,446.58
39,-3,5,1023,450.6
42,-2,2,1023,454.62
48,-2,2,1023,1.79
54,-3,2,1023,3.13
51,-3,3,1022,0.89
50,-3,3,1022,3.13
49,-3,3,1022,0.89
54,-1,1,1023,1.78
68,1,3,1023,1.79
66,-1,6,1023,4.92
65,-2,8,1023,6.71
71,-2,10,1022,0.89
80,-2,10,1022,1.79
77,-2,12,1021,1.79
89,-3,12,1020,1.79
106,-3,12,1020,4.92
106,-2,12,1020,8.05
114,0,9,1020,0.89
109,0,9,1020,1.79
102,2,5,1020,3.58
116,2,5,1020,0.89
138,1,7,1020,3.13
135,2,4,1020,4.92
114,0,3,1020,6.71
99,1,2,1020,0.89
114,1,1,1020,1.34
132,1,1,1020,2.23
106,0,1,1020,0.89
82,0,1,1019,0.89
88,-1,0,1019,1.79
93,-1,0,1019,3.58
91,-1,0,1020,5.37
95,1,2,1020,8.5
87,1,7,1020,11.63
85,-4,12,1019,19.68
65,-5,13,1019,24.6
48,-6,14,1018,31.75
49,-7,14,1018,37.56
31,-8,15,1018,45.61
32,-8,14,1018,52.76
40,-8,13,1018,58.57
32,-7,12,1018,63.49
31,-7,12,1018,69.3
39,-6,11,1019,74.22
43,-6,11,1019,77.35
50,-7,11,1019,82.27
43,-7,10,1019,86.29
44,-7,9,1020,89.42
40,-6,7,1020,91.21
35,-5,7,1019,95.23
32,-4,4,1019,97.02
27,-3,2,1019,100.15
24,-2,2,1019,101.94
40,-3,1,1019,103.73
42,-2,2,1020,105.52
38,-3,0,1020,108.65
28,-1,4,1021,110.44
27,-2,8,1022,113.57
38,-4,10,1021,115.36
51,-5,11,1021,0.89
42,-5,12,1020,1.78
29,-6,13,1019,3.57
50,-5,14,1019,5.36
60,-5,14,1019,1.79
60,-4,12,1019,4.92
61,-2,10,1019,0.89
69,1,6,1019,1.34
79,2,5,1020,2.23
94,1,4,1020,2.68
102,1,3,1021,0.89
106,1,2,1022,0.89
102,1,2,1022,0.89
119,1,2,1022,2.68
114,1,4,1023,4.47
135,1,4,1023,0.89
116,1,5,1023,1.34
107,3,4,1023,0.89
96,3,5,1023,1.78
98,3,6,1024,2.67
104,4,6,1025,0.89
118,4,6,1025,1.34
134,3,9,1025,2.23
128,3,10,1026,3.12
103,3,12,1025,4.01
91,2,12,1025,5.8
95,3,12,1025,1.79
71,2,12,1024,3.58
71,1,13,1024,5.37
44,1,12,1024,0.89
62,3,9,1024,0.89
67,3,6,1024,1.78
105,3,6,1025,0.89
116,3,5,1025,0.89
143,4,5,1025,1.78
160,3,7,1025,3.57
127,3,7,1025,4.46
132,3,6,1025,5.35
116,3,6,1025,0.89
160,4,6,1025,0.89
122,4,6,1024,0.89
122,4,6,1024,1.78
130,4,6,1024,0.89
108,4,6,1024,0.89
112,4,6,1024,1.79
121,5,7,1024,3.13
110,5,7,1024,6.26
108,5,7,1023,1.79
83,5,8,1022,3.13
72,4,7,1021,4.92
62,5,7,1021,8.05
57,5,6,1021,12.07
46,3,5,1020,16.99
48,3,5,1020,22.8
31,4,5,1019,0.89
26,2,5,1019,7.15
22,1,5,1019,16.09
19,-1,5,1019,25.03
17,-1,4,1018,33.97
12,-3,5,1018,43.8
12,-5,5,1017,54.98
10,-6,4,1016,63.92
12,-8,4,1016,73.75
10,-10,4,1015,82.69
7,-11,3,1015,91.63
9,-12,2,1014,100.57
11,-12,2,1014,109.51
11,-12,2,1014,119.34
11,-12,2,1013,125.15
9,-12,3,1013,132.3
11,-11,4,1012,141.24
12,-12,5,1012,154.2
17,-11,6,1013,166.27
13,-11,6,1013,179.23
17,-12,6,1013,191.3
15,-12,6,1013,203.37
15,-11,6,1014,214.55
13,-12,6,1015,223.49
12,-11,5,1015,229.3
14,-12,4,1017,238.24
11,-12,4,1017,248.07
9,-12,4,1018,255.22
10,-12,3,1018,261.03
11,-12,3,1019,266.84
13,-12,3,1019,271.76
10,-12,3,1019,276.68
12,-12,2,1019,278.47
12,-12,2,1019,282.49
13,-12,2,1019,288.3
12,-13,2,1019,294.11
13,-13,2,1019,299.92
10,-13,2,1019,304.84
14,-12,1,1020,307.97
25,-14,4,1020,311.99
22,-12,4,1020,1.79
18,-13,6,1019,4.02
26,-13,7,1019,7.15
26,-13,8,1018,11.17
26,-16,9,1016,18.32
24,-16,10,1015,27.26
26,-15,9,1015,36.2
22,-14,9,1015,45.14
23,-12,8,1015,52.29
34,-12,7,1016,58.1
43,-11,6,1016,62.12
45,-10,6,1016,66.14
35,-11,6,1017,71.95
8,-11,5,1017,77.76
6,-11,5,1017,83.57
9,-10,4,1017,88.49
12,-11,3,1017,92.51
11,-15,3,1017,101.45
8,-17,3,1017,114.41
14,-16,2,1017,125.59
10,-17,2,1018,134.53
7,-15,1,1018,141.68
7,-16,1,1019,148.83
10,-16,1,1019,156.88
14,-16,2,1020,165.82
17,-16,4,1019,172.97
15,-17,5,1019,181.91
14,-17,5,1018,190.85
11,-18,6,1017,202.03
12,-18,6,1017,210.97
12,-18,6,1017,219.02
8,-20,6,1017,227.07
7,-18,5,1018,232.88
15,-18,3,1019,240.93
11,-18,3,1019,249.87
18,-20,3,1020,261.05
23,-20,3,1020,273.12
24,-20,2,1021,284.3
24,-19,1,1022,288.32
17,-18,2,1022,293.24
17,-17,1,1023,298.16
17,-17,1,1023,303.97
14,-17,0,1023,309.78
12,-13,-2,1023,1.79
13,-12,-4,1024,4.02
16,-12,-4,1024,8.04
15,-11,-2,1025,11.17
23,-12,0,1026,15.19
26,-14,1,1026,4.92
25,-14,3,1026,8.94
31,-16,4,1026,12.96
27,-16,6,1025,16.09
18,-16,7,1025,4.02
18,-15,8,1024,7.15
26,-14,7,1024,3.13
19,-13,6,1024,4.92
32,-12,4,1024,0.89
36,-9,2,1025,1.34
49,-7,1,1026,2.23
55,-8,1,1026,3.12
81,-5,-1,1027,4.01
130,-6,-2,1028,0.89
144,-6,-2,1028,0.89
144,-6,-3,1028,1.34
117,-5,-3,1028,0.89
162,-5,-3,1029,0.89
200,-5,-3,1029,1.34
171,-5,-4,1028,0.89
145,-6,-4,1029,1.79
102,-5,-4,1029,2.68
85,-5,-4,1029,0.89
103,-4,-3,1030,1.79
83,-4,2,1030,0.89
112,-5,3,1029,1.78
146,-6,4,1029,2.67
183,-6,6,1028,1.79
191,-6,6,1027,0.89
225,-7,7,1026,1.78
227,-9,7,1025,2.67
145,-9,7,1025,3.13
125,-8,5,1025,0.89
130,-7,4,1025,1.79
122,-8,7,1026,3.58
113,-1,4,1026,4.92
130,1,2,1025,8.05
137,0,1,1025,0.89
137,0,0,1025,0.89
129,0,0,1025,1.78
126,0,0,1024,0.89
136,0,1,1024,1.78
159,0,0,1023,1.79
159,0,0,1023,3.58
180,0,0,1023,0.89
175,0,0,1023,1.78
170,0,0,1023,2.23
171,0,1,1023,3.12
176,0,1,1023,4.01
206,1,1,1023,1.79
252,1,2,1022,1.79
263,2,5,1021,0.89
256,3,6,1020,1.78
182,1,8,1020,3.57
10,-5,9,1019,7.15
13,-5,9,1020,14.3
17,-5,8,1020,21.45
20,-5,7,1020,28.6
25,-4,6,1021,35.75
20,-5,6,1021,40.67
19,-5,5,1021,44.69
23,-7,6,1021,47.82
18,-6,6,1020,50.95
17,-5,0,1020,54.08
20,-5,1,1020,58.1
28,-5,-1,1020,59.89
27,-5,-2,1020,61.68
35,-5,-1,1019,0.45
38,-3,-2,1019,0.9
56,-5,-1,1020,1.79
57,-5,2,1020,3.58
75,-3,-1,1020,1.79
70,-3,4,1021,0.89
50,-5,7,1021,2.68
51,-4,7,1021,1.79
58,-4,8,1020,3.58
56,-6,9,1019,0.89
62,-7,10,1019,2.68
64,-8,10,1019,1.79
72,-7,9,1019,3.58
69,-5,7,1019,5.37
66,-2,4,1020,6.26
57,-2,3,1020,0.89
93,-2,2,1020,1.78
114,-2,2,1021,2.23
135,-3,2,1021,1.79
157,-3,2,1021,3.58
179,-3,2,1021,5.37
171,-3,-1,1020,6.26
180,-3,-1,1020,0.89
189,-3,-1,1020,0.89
219,-2,0,1019,1.78
174,-3,0,1019,0.89
154,-3,-1,1019,1.78
167,-3,-2,1019,0.89
164,-2,0,1019,2.68
168,-1,3,1019,4.47
179,-2,5,1019,0.89
164,-2,6,1018,1.78
170,-2,6,1017,2.67
157,-2,7,1016,3.56
156,-2,8,1016,4.45
156,-2,8,1016,5.34
153,-2,8,1016,1.79
152,-6,11,1017,8.94
17,-9,10,1018,16.99
13,-9,8,1020,29.06
11,-9,7,1020,38.89
12,-9,6,1022,43.81
8,-11,5,1022,48.73
7,-12,5,1023,57.67
11,-13,4,1023,67.5
7,-12,4,1023,76.44
9,-13,4,1024,86.27
10,-11,3,1025,94.32
6,-11,3,1024,103.26
12,-11,2,1025,109.07
13,-9,1,1025,0.89
14,-8,0,1025,4.02
22,-9,1,1026,0.89
27,-10,3,1027,1.79
20,-11,5,1027,5.81
22,-12,7,1027,3.13
24,-12,8,1025,4.02
23,-12,8,1024,0.89
22,-12,9,1024,1.78
31,-11,9,1023,3.13
36,-11,9,1023,7.15
36,-10,7,1023,11.17
51,-9,7,1024,3.13
67,-8,6,1024,4.92
NA,-6,3,1024,1.79
NA,-4,0,1024,0.89
NA,-4,-1,1024,1.79
NA,-4,0,1023,0.89
NA,-5,-3,1023,0.89
NA,-4,-2,1023,1.79
NA,-4,-2,1024,2.68
NA,-5,-4,1024,4.47
NA,-5,-4,1024,5.36
NA,-5,-4,1024,7.15
NA,-5,-3,1024,8.04
NA,-5,-4,1024,9.83
NA,-3,2,1025,12.96
NA,-4,4,1025,16.98
NA,-5,6,1024,21.9
NA,-6,7,1024,4.02
NA,-7,9,1023,3.13
NA,-7,10,1022,0.89
NA,-7,11,1022,1.78
NA,-8,10,1021,2.67
57,-7,9,1021,1.79
87,-6,7,1021,2.68
110,-3,4,1022,3.57
132,-4,2,1022,4.46
159,-2,3,1022,0.89
134,-2,2,1023,0.89
141,-2,1,1022,0.89
153,-2,0,1022,0.89
149,-3,-1,1022,1.78
163,-3,0,1021,2.67
164,-3,0,1021,0.89
248,-4,-1,1021,1.78
334,-4,-3,1020,0.89
370,-3,-2,1020,0.45
331,-3,-2,1020,1.79
293,-4,-3,1020,0.89
305,-3,-2,1020,0.89
285,-1,3,1019,1.79
280,-1,4,1019,3.58
235,-2,6,1019,0.89
164,-3,8,1018,1.78
183,-3,8,1017,2.67
196,-4,9,1017,3.56
218,-4,9,1016,4.45
237,-3,9,1017,5.34
249,-2,6,1017,1.79
269,-1,3,1018,0.89
277,-2,3,1019,1.78
286,-1,1,1020,0.89
308,-1,1,1020,0.89
338,-1,1,1020,1.78
350,-1,0,1019,0.89
404,0,0,1020,1.34
410,-2,-1,1019,2.23
418,-2,-1,1019,1.79
431,-1,0,1019,0.89
359,-1,0,1019,0.89
318,-1,1,1019,0.89
335,-1,1,1020,1.79
236,0,2,1021,3.58
226,0,4,1022,6.71
226,1,4,1022,0.89
190,1,6,1023,3.13
84,1,6,1023,7.15
33,0,7,1023,1.79
38,-2,7,1023,4.92
28,-9,8,1023,12.97
23,-10,7,1024,21.91
19,-11,7,1025,29.96
13,-11,6,1026,37.11
16,-11,4,1027,42.92
13,-16,4,1029,48.73
11,-17,4,1030,55.88
6,-18,2,1031,63.03
6,-20,2,1032,71.08
11,-20,1,1031,76.89
15,-20,0,1031,82.7
16,-16,-3,1031,3.13
15,-16,-4,1031,4.02
15,-17,-3,1030,4.91
12,-15,-7,1029,8.04
14,-14,-5,1029,11.17
10,-12,-6,1029,1.79
21,-12,-6,1029,3.13
25,-13,-2,1029,3.13
27,-14,1,1029,3.13
23,-15,2,1029,6.26
27,-16,3,1028,9.39
30,-16,4,1026,12.52
29,-16,5,1025,15.65
39,-16,6,1024,18.78
43,-16,6,1023,21.91
44,-14,6,1023,26.83
49,-13,5,1023,31.75
78,-13,4,1023,3.13
85,-12,4,1024,4.02
94,-11,4,1024,8.04
105,-10,3,1024,12.06
100,-10,3,1024,15.19
95,-10,3,1024,16.98
106,-7,-3,1024,0.45
116,-7,-3,1023,1.34
123,-8,-6,1023,1.79
131,-7,-5,1022,0.89
155,-8,-5,1022,1.78
162,-8,-5,1022,2.23
177,-8,-6,1022,0.89
148,-8,-7,1022,0.89
121,-7,-5,1023,1.79
109,-5,-1,1023,3.58
90,-6,2,1022,0.89
84,-8,4,1022,1.78
72,-9,6,1021,2.67
83,-9,7,1020,4.46
121,-10,7,1019,7.59
141,-9,6,1018,3.13
118,-10,6,1018,6.26
158,-8,4,1018,8.05
202,-7,2,1018,9.84
204,-6,0,1019,11.63
221,-5,0,1020,0.89
209,-5,-3,1019,0.89
246,-4,-2,1019,0.89
315,-5,-3,1020,1.79
326,-5,-2,1020,0.89
358,-4,-3,1020,1.79
445,-4,-3,1019,2.68
413,-5,-3,1018,4.47
345,-5,-3,1018,6.26
329,-4,-1,1018,0.89
290,-4,0,1018,1.79
248,-4,-1,1019,0.45
284,-3,0,1020,1.79
247,-4,2,1020,4.92
246,-3,2,1020,8.05
109,-8,6,1020,13.86
33,-13,8,1019,19.67
20,-14,7,1019,27.72
14,-15,7,1019,34.87
11,-16,7,1020,42.02
8,-16,7,1020,46.94
9,-16,6,1021,51.86
17,-16,6,1021,57.67
20,-17,4,1022,61.69
17,-15,2,1023,0.89
13,-14,1,1023,4.02
22,-16,3,1023,8.04
32,-13,-1,1023,9.83
23,-14,0,1023,12.96
11,-14,2,1023,17.88
19,-15,2,1023,25.03
19,-15,2,1022,29.95
16,-15,1,1022,33.97
13,-12,-1,1022,35.76
15,-16,1,1022,38.89
15,-16,1,1022,42.91
14,-16,2,1023,46.93
17,-16,3,1023,50.06
16,-17,4,1023,54.08
11,-18,5,1023,61.23
20,-19,6,1022,68.38
17,-20,6,1021,77.32
16,-19,7,1020,85.37
23,-19,7,1019,92.52
NA,-18,7,1020,97.44
NA,-17,6,1020,100.57
39,-17,5,1020,3.13
34,-17,5,1020,7.15
44,-16,4,1019,11.17
54,-11,-1,1019,12.06
69,-10,-1,1019,13.85
90,-9,-2,1018,14.74
98,-10,-2,1018,16.53
120,-10,-2,1018,0.89
129,-10,-3,1017,1.79
130,-10,-3,1017,2.68
142,-10,-3,1016,0.89
171,-9,-4,1015,0.89
182,-9,-4,1015,1.78
184,-10,-6,1014,0.89
179,-7,-4,1014,0.89
169,-6,-1,1014,1.78
181,-6,1,1013,2.67
204,-6,2,1013,3.56
234,-6,3,1011,4.45
230,-6,4,1010,6.24
253,-6,4,1008,1.79
244,-6,4,1008,3.58
241,-6,3,1008,0.89
245,-5,0,1008,1.79
247,-4,1,1008,0.89
276,-4,-1,1009,1.79
285,-4,1,1010,4.92
161,-5,1,1011,0.89
68,-23,7,1012,12.96
73,-22,5,1013,26.82
63,-22,5,1014,40.68
63,-20,4,1014,51.86
53,-18,4,1014,63.04
37,-16,3,1016,74.22
